symbol	entrez	ensembl	uniprot
Cyp4x1	81906	ENSMUSG00000047155	
Greb1	268527	ENSMUSG00000036523	Q3UHK3
Dock6	319899	ENSMUSG00000032198	Q8VDR9
Cyp4x1	81906	ENSMUSG00000047155	Q6A152
Greb1	268527	ENSMUSG00000036523	
Guk1	14923	ENSMUSG00000020444	Q64520
Mrps33	14548	ENSMUSG00000029918	
Apod	11815	ENSMUSG00000022548	P51910
Gm7876	108168186	ENSMUSG00000091700	
Guk1	14923	ENSMUSG00000020444	
Amz1	231842	ENSMUSG00000050022	Q8BVF9
Iqcb1	320299	ENSMUSG00000022837	Q8BP00
Gm3252		ENSMUSG00000094628	
Gatad1	67210	ENSMUSG00000007415	Q920S3
Zfp58	238693	ENSMUSG00000071291	P16372
Dock7	67299	ENSMUSG00000028556	
Zmynd11	66505	ENSMUSG00000021156	Q8R5C8
Slc22a27	171405	ENSMUSG00000067656	Q76M72
Olfr501-ps1		ENSMUSG00000110204	
Usp17ld	384701	ENSMUSG00000057321	G5E8G2
Zmynd11	66505	ENSMUSG00000021156	
Zfp58	238693	ENSMUSG00000071291	
Olfr502	258734	ENSMUSG00000058014	Q8VG09
Amz1	231842	ENSMUSG00000050022	
Gabrr1	14408	ENSMUSG00000028280	P56475
Bend3	331623	ENSMUSG00000038214	Q6PAL0
Bend3	331623	ENSMUSG00000038214	
Ube2f	67921	ENSMUSG00000034343	Q9CY34
Olfr503	259143	ENSMUSG00000060759	
Ephb4	13846	ENSMUSG00000029710	P54761
Chrnb3	108043	ENSMUSG00000031492	Q8BMN3
Chrnb3	108043	ENSMUSG00000031492	
Gna12	14673	ENSMUSG00000000149	P27600
Olfr504	258163	ENSMUSG00000060105	
Gna12	14673	ENSMUSG00000000149	
Angptl8	624219	ENSMUSG00000047822	Q8R1L8
Brf1	72308	ENSMUSG00000011158	
Hoxb1	15407	ENSMUSG00000018973	P17919
Prdx6	11758	ENSMUSG00000026701	
Ephb4	13846	ENSMUSG00000029710	
Gm47985	73176	ENSMUSG00000114212	
Ube2f	67921	ENSMUSG00000034343	
Gm8947		ENSMUSG00000114943	
Gm47995		ENSMUSG00000114694	
Zfp87	170763	ENSMUSG00000097333	
3110040M04Rik		ENSMUSG00000114582	
Kat6a	244349	ENSMUSG00000031540	
Gm47996		ENSMUSG00000114591	
Cpeb4	67579	ENSMUSG00000020300	
Btbd6	399566	ENSMUSG00000002803	
Esco1	77805	ENSMUSG00000024293	Q69Z69
Cpeb4	67579	ENSMUSG00000020300	Q7TN98
Olfr452	258207	ENSMUSG00000094192	
Sra1	24068	ENSMUSG00000006050	Q80VJ2
Btbd6	399566	ENSMUSG00000002803	Q8K2J9
Esco1	77805	ENSMUSG00000024293	
Nus1	52014	ENSMUSG00000023068	Q99LJ8
Sra1	24068	ENSMUSG00000006050	
Zfp459	328274	ENSMUSG00000055560	
Rp2	19889	ENSMUSG00000060090	Q9EPK2
Angptl3	30924	ENSMUSG00000028553	Q9R182
Agtr1a	11607	ENSMUSG00000049115	
Stimate	69179	ENSMUSG00000006526	Q3UF25
Olfr169	258158	ENSMUSG00000068535	
Bmp6	12161	ENSMUSG00000039004	P20722
Rab11fip3	215445	ENSMUSG00000037098	Q8CHD8
Stimate	69179	ENSMUSG00000006526	
Zcchc10	67966	ENSMUSG00000018239	Q9CX48
Homer2	26557	ENSMUSG00000025813	Q9QWW1
Agtr1a	11607	ENSMUSG00000049115	P29754
Zcchc10	67966	ENSMUSG00000018239	
Bmp6	12161	ENSMUSG00000039004	
Cct7	12468	ENSMUSG00000030007	P80313
Sytl1	269589	ENSMUSG00000028860	
Zfp13	22654	ENSMUSG00000062012	P10754
Abcb9	56325	ENSMUSG00000029408	Q9JJ59
Orai1	109305	ENSMUSG00000049686	Q8BWG9
Mroh6	223645	ENSMUSG00000098678	
Cct7	12468	ENSMUSG00000030007	
Zfp13	22654	ENSMUSG00000062012	
Homer2	26557	ENSMUSG00000025813	
Zfp738	408068	ENSMUSG00000048280	
4930524B15Rik	67592	ENSMUSG00000020299	Q24JP4
Gm20920	100861691	ENSMUSG00000100485	
Gm20920	108168558	ENSMUSG00000100485	
Rgs22	626596	ENSMUSG00000037627	G3UYX5
Gm20696		ENSMUSG00000030068	
Rgs22	626596	ENSMUSG00000037627	
Tuba3a	22144	ENSMUSG00000067702	P05214
Abcb9	56325	ENSMUSG00000029408	
Ppp1cc	19047	ENSMUSG00000004455	P63087
Ppp1cc	434233	ENSMUSG00000004455	P63087
Slc25a3	18674	ENSMUSG00000061904	Q8VEM8
Spaca9	69987	ENSMUSG00000026809	Q7TPM5
Zfp954	232853	ENSMUSG00000062116	
Ntm	235106	ENSMUSG00000059974	
Cdk5r1	12569	ENSMUSG00000048895	P61809
Tmem178b	434008	ENSMUSG00000057716	
Olfr170	258959	ENSMUSG00000062245	
Cdk5r1	12569	ENSMUSG00000048895	
Ppp1cc	19047	ENSMUSG00000004455	
Ppp1cc	434233	ENSMUSG00000004455	
Nucb1	18220	ENSMUSG00000030824	Q02819
Slc26a3	13487	ENSMUSG00000001225	
Zfp866	330788	ENSMUSG00000043090	
Nucb1	18220	ENSMUSG00000030824	
Ntm	235106	ENSMUSG00000059974	Q99PJ0
Fam126a	84652	ENSMUSG00000028995	Q6P9N1
Zfp729a	212281	ENSMUSG00000021510	
Slc25a3	18674	ENSMUSG00000061904	
Rnf34	80751	ENSMUSG00000029474	Q99KR6
Cd59b	333883	ENSMUSG00000068686	
Tmem255a	245386	ENSMUSG00000036502	Q8BHW5
Rnf34	80751	ENSMUSG00000029474	
Cd59b	333883	ENSMUSG00000068686	P58019
Gm26965		ENSMUSG00000097565	
Fam126a	84652	ENSMUSG00000028995	
Rasal1	19415	ENSMUSG00000029602	
Pex1	71382	ENSMUSG00000005907	Q5BL07
Gm28044		ENSMUSG00000098781	
Gm45808		ENSMUSG00000109926	
Ccdc27	381580	ENSMUSG00000039492	Q3V036
Tnip1	57783	ENSMUSG00000020400	
Cenpt	320394	ENSMUSG00000036672	
Pex1	71382	ENSMUSG00000005907	
Azgp1	12007	ENSMUSG00000037053	
Zbtb33	56805	ENSMUSG00000048047	Q8BN78
Zan	22635	ENSMUSG00000079173	
Sult2a6	629219	ENSMUSG00000070810	
Nlrp4c	83564	ENSMUSG00000034690	Q3TKR3
Zbtb33	56805	ENSMUSG00000048047	
Azgp1	12007	ENSMUSG00000037053	Q64726
Grrp1	72690	ENSMUSG00000050105	Q80X91
Arhgap10	78514	ENSMUSG00000037148	Q6Y5D8
Chrna6	11440	ENSMUSG00000031491	Q9R0W9
Mcc	328949	ENSMUSG00000071856	
Olfr738	258662	ENSMUSG00000094692	
Fam89a	69627	ENSMUSG00000043068	Q14BJ1
Zfp65	235907	ENSMUSG00000071281	
Olfr739	258663	ENSMUSG00000057903	
Olfr451-ps1		ENSMUSG00000108058	
Smad5	17129	ENSMUSG00000021540	P97454
Olfr450	258437	ENSMUSG00000054431	
Cenpt	320394	ENSMUSG00000036672	Q3TJM4
Tspan12	269831	ENSMUSG00000029669	Q8BKT6
Tnip1	57783	ENSMUSG00000020400	Q9WUU8
Olfr1065	258403	ENSMUSG00000111306	
Pole3	59001	ENSMUSG00000028394	
Tspan12	269831	ENSMUSG00000029669	
1700109H08Rik	77036	ENSMUSG00000008307	
Atp13a1	170759	ENSMUSG00000031862	Q9EPE9
Mars1	216443	ENSMUSG00000040354	Q68FL6
Rrp8	101867	ENSMUSG00000030888	Q9DB85
Rrp8	101867	ENSMUSG00000030888	
Adamts18	208936	ENSMUSG00000053399	Q4VC17
Eif1	20918	ENSMUSG00000035530	P48024
Mars1	216443	ENSMUSG00000040354	
Slc26a3	13487	ENSMUSG00000001225	Q9WVC8
Eif1	20918	ENSMUSG00000035530	
Ms4a4b	60361	ENSMUSG00000056290	
Plekhf1	72287	ENSMUSG00000074170	Q3TB82
Rilpl1	75695	ENSMUSG00000029392	Q9JJC6
H2az2	77605	ENSMUSG00000041126	Q3THW5
H2az2	77605	ENSMUSG00000041126	
Rilpl1	75695	ENSMUSG00000029392	
Rasal1	19415	ENSMUSG00000029602	Q9Z268
Olfr449	259067	ENSMUSG00000049168	
Zfp773	76373	ENSMUSG00000063535	
Smim31	407795	ENSMUSG00000074300	Q3V2G4
Nbn	27354	ENSMUSG00000028224	Q9R207
Pnpla6	50767	ENSMUSG00000004565	Q3TRM4
Nbn	27354	ENSMUSG00000028224	
Prpf38a	230596	ENSMUSG00000063800	Q4FK66
Obox8		ENSMUSG00000099216	
Hmga2	15364	ENSMUSG00000056758	P52927
Taf10	24075	ENSMUSG00000043866	Q8K0H5
Ak8	68870	ENSMUSG00000026807	Q32M07
Hmga2	15364	ENSMUSG00000056758	
Zfp874a	238692	ENSMUSG00000069206	
Olfr506	258215	ENSMUSG00000058244	
Cacng7	81904	ENSMUSG00000069806	P62956
Adamts18	208936	ENSMUSG00000053399	
Pnpla6	50767	ENSMUSG00000004565	
Olfr507	258738	ENSMUSG00000061000	Q8VG13
Gm28102		ENSMUSG00000101915	
Tsnaxip1	72236	ENSMUSG00000031893	
4933402N22Rik	545732	ENSMUSG00000067848	
Olfr508	258769	ENSMUSG00000063764	Q8VG42
Tsnaxip1	72236	ENSMUSG00000031893	Q99P25
Samd9l	209086	ENSMUSG00000047735	
Olfr509	258369	ENSMUSG00000049280	
Smok3b	622474	ENSMUSG00000079156	C0HKC8
Smok3b	622474	ENSMUSG00000079156	C0HKC9
Ddit3	13198	ENSMUSG00000025408	P35639
Lin7c	22343	ENSMUSG00000027162	O88952
Olfr171	258960	ENSMUSG00000060480	
Ddit3	13198	ENSMUSG00000025408	
Atp13a1	170759	ENSMUSG00000031862	
Ddit3		ENSMUSG00000116429	
Smok3a	545814	ENSMUSG00000075599	C0HKC8
Smok3a	545814	ENSMUSG00000075599	C0HKC9
Snrpd1	20641	ENSMUSG00000002477	P62315
Gm20422		ENSMUSG00000092544	
Zfp748	212276	ENSMUSG00000095432	
Zfp963	620419	ENSMUSG00000092260	
Snrpd1	20641	ENSMUSG00000002477	
Odf1	18285	ENSMUSG00000061923	
Atp2a3	53313	ENSMUSG00000020788	
Lrfn4	225875	ENSMUSG00000045045	Q80XU8
Smok3c	622486	ENSMUSG00000075598	
Tars	110960	ENSMUSG00000022241	
Ccng1	12450	ENSMUSG00000020326	P51945
Cacng8	81905	ENSMUSG00000053395	
Bcl11a	14025	ENSMUSG00000000861	Q9QYE3
Zfp418	232854	ENSMUSG00000034538	
Hps6	20170	ENSMUSG00000074811	Q8BLY7
Atp2a3	53313	ENSMUSG00000020788	Q64518
Zfp429	72807	ENSMUSG00000078994	
Zfy1	22767	ENSMUSG00000053211	P10925
Dync2h1	110350	ENSMUSG00000047193	Q45VK7
Bcl11a	14025	ENSMUSG00000000861	
Gm28041		ENSMUSG00000098692	
Tars	110960	ENSMUSG00000022241	Q9D0R2
Dync2h1	110350	ENSMUSG00000047193	
Olfr510	258308	ENSMUSG00000096209	Q8VEW6
Eif4e1b	218268	ENSMUSG00000074895	
Orc1	18392	ENSMUSG00000028587	Q9Z1N2
Zfp456	408065	ENSMUSG00000078995	
Slf2	226151	ENSMUSG00000036097	
Tstd3	77032	ENSMUSG00000028251	Q9D0B5
3110009E18Rik	73103	ENSMUSG00000026388	Q9CRW3
Icosl	50723	ENSMUSG00000000732	Q9JHJ8
Armh3	71617	ENSMUSG00000039901	Q6PD19
Slc22a28	434674	ENSMUSG00000063590	
Zkscan1	74570	ENSMUSG00000029729	Q8BGS3
Icosl	50723	ENSMUSG00000000732	
3110009E18Rik	73103	ENSMUSG00000026388	
Mfsd6	98682	ENSMUSG00000041439	
Zfp953	629016	ENSMUSG00000098905	
Myo3a	667663	ENSMUSG00000025716	
Prr14	233895	ENSMUSG00000030822	Q7TPN9
Gm45623	115488204	ENSMUSG00000110086	
Sost	74499	ENSMUSG00000001494	Q99P68
Tulp2	56734	ENSMUSG00000023467	
Hepacam2	101202	ENSMUSG00000044156	Q4VAH7
Prr14	233895	ENSMUSG00000030822	
Mfsd6	98682	ENSMUSG00000041439	Q8CBH5
Eif4e1b	218268	ENSMUSG00000074895	Q3UTA9
Hepacam2	101202	ENSMUSG00000044156	
Rdh16f2	216454	ENSMUSG00000074639	
Ppcs	106564	ENSMUSG00000028636	Q8VDG5
Nme1	18102	ENSMUSG00000037601	P15532
Napg	108123	ENSMUSG00000024581	Q9CWZ7
Nme1	18102	ENSMUSG00000037601	
A930033H14Rik	320700	ENSMUSG00000090622	
Msi1	17690	ENSMUSG00000054256	Q61474
Ivns1abp	117198	ENSMUSG00000023150	Q920Q8
Tulp2	56734	ENSMUSG00000023467	P46686
Gm20390		ENSMUSG00000091228	
Nkg7	72310	ENSMUSG00000004612	
Ccdc178	70950	ENSMUSG00000024306	Q8CDV0
Ilk	16202	ENSMUSG00000030890	O55222
Ccdc178	70950	ENSMUSG00000024306	
Cacng6	54378	ENSMUSG00000078815	Q8VHW3
Napg	108123	ENSMUSG00000024581	
Txndc5	105245	ENSMUSG00000038991	Q91W90
Cacng6	54378	ENSMUSG00000078815	
Ilk	16202	ENSMUSG00000030890	
Msi1	17690	ENSMUSG00000054256	
Syce1	74075	ENSMUSG00000025480	Q9D495
Txndc5	105245	ENSMUSG00000038991	
Zfp689	71131	ENSMUSG00000048921	Q8BKK5
Syce1	74075	ENSMUSG00000025480	
Zfp689	71131	ENSMUSG00000048921	
Tgfbr1	21812	ENSMUSG00000007613	Q64729
Ivns1abp	117198	ENSMUSG00000023150	
Pex26	74043	ENSMUSG00000067825	
Tgfbr1	21812	ENSMUSG00000007613	
Cdc25b	12531	ENSMUSG00000027330	P30306
Olfr448	258270	ENSMUSG00000043119	
Slc17a7	72961	ENSMUSG00000070570	Q3TXX4
Rdh7	54150	ENSMUSG00000040134	O88451
Pcgf5	76073	ENSMUSG00000024805	Q3UK78
Slco2b1	101488	ENSMUSG00000030737	Q8BXB6
Eid2	386655	ENSMUSG00000046058	Q6X7S9
Slc17a7	72961	ENSMUSG00000070570	
Nme2	18103	ENSMUSG00000020857	Q01768
Gast	14459	ENSMUSG00000017165	P48757
Eid2b	434156	ENSMUSG00000070705	
Smc2	14211	ENSMUSG00000028312	Q8CG48
Cdc25b	12531	ENSMUSG00000027330	
Lamp3	239739	ENSMUSG00000041247	Q7TST5
Pcgf5	76073	ENSMUSG00000024805	
Mrpl21	353242	ENSMUSG00000024829	Q9D1N9
Fxyd4	108017	ENSMUSG00000004988	Q9D2W0
Pex26	74043	ENSMUSG00000067825	Q8BGI5
Olfr512	258719	ENSMUSG00000056946	
Nptx2	53324	ENSMUSG00000059991	O70340
Smc2	14211	ENSMUSG00000028312	
Cryzl1	66609	ENSMUSG00000058240	Q921W4
Gm45861	70952	ENSMUSG00000110333	
Cryzl1	66609	ENSMUSG00000058240	
Ms4a6c	73656	ENSMUSG00000079419	Q99N08
Ccdc66	320234	ENSMUSG00000046753	Q6NS45
Olfr1461	258299	ENSMUSG00000045883	
Slco2b1	101488	ENSMUSG00000030737	
Mrpl21	353242	ENSMUSG00000024829	
Lsm7	66094	ENSMUSG00000035215	
Smim12	80284	ENSMUSG00000042380	Q78RX3
Fxyd4	108017	ENSMUSG00000004988	
Olfr447	258990	ENSMUSG00000045708	
Lsm7	66094	ENSMUSG00000035215	Q9CQQ8
Phc3	241915	ENSMUSG00000037652	Q8CHP6
Adam24	13526	ENSMUSG00000046723	Q9R160
AA986860	212439	ENSMUSG00000042510	Q8BI29
Rptor	74370	ENSMUSG00000025583	
Mslnl	328783	ENSMUSG00000041062	Q8C160
Igkv4-54		ENSMUSG00000094319	
Olfr446	258292	ENSMUSG00000073111	
Gja4	14612	ENSMUSG00000050234	P28235
Smu1	74255	ENSMUSG00000028409	Q3UKJ7
Igkv4-53		ENSMUSG00000095753	
Clpb	20480	ENSMUSG00000001829	Q60649
Clpb	20480	ENSMUSG00000001829	
Ramac	67148	ENSMUSG00000038646	Q9CQY2
Phc3	241915	ENSMUSG00000037652	
Gm906	380882	ENSMUSG00000095300	
Ramac	67148	ENSMUSG00000038646	
Igkv4-51		ENSMUSG00000094993	
Olfr444	258650	ENSMUSG00000073110	
Mfn2	170731	ENSMUSG00000029020	Q80U63
Gatd3a	28295	ENSMUSG00000053329	Q9D172
Bhlha9	320522	ENSMUSG00000044243	Q5RJB0
Poteg	70952	ENSMUSG00000063932	
Gatd3a	28295	ENSMUSG00000053329	
Adam25	23793	ENSMUSG00000071937	
Ift80	68259	ENSMUSG00000027778	Q8K057
Mfn2	170731	ENSMUSG00000029020	
Alg2	56737	ENSMUSG00000039740	Q9DBE8
Alg2	56737	ENSMUSG00000039740	
Trarg1	237858	ENSMUSG00000046275	Q8C838
Gm47429		ENSMUSG00000114559	
Spef1	70997	ENSMUSG00000027329	Q99JL1
Nutm2	328250	ENSMUSG00000071909	Q3V0C3
Tuba8	53857	ENSMUSG00000030137	Q9JJZ2
Gm8369	666926	ENSMUSG00000058470	
Akap6	238161	ENSMUSG00000061603	
Ltbr	17000	ENSMUSG00000030339	P50284
Rimkla	194237	ENSMUSG00000048899	Q6PFX8
Spef1	70997	ENSMUSG00000027329	
Ddo	70503	ENSMUSG00000063428	Q922Z0
Olfr740	258661	ENSMUSG00000095917	
Tasor	218850	ENSMUSG00000040651	Q69ZR9
Ddo	70503	ENSMUSG00000063428	
Olfr741	258233	ENSMUSG00000095765	
Tasor	218850	ENSMUSG00000040651	
Eif3a	13669	ENSMUSG00000024991	P23116
Eif3a	13669	ENSMUSG00000024991	
Cdk12	69131	ENSMUSG00000003119	Q14AX6
Cenpb	12616	ENSMUSG00000068267	P27790
4933430I17Rik	214106	ENSMUSG00000058046	
Ift80	68259	ENSMUSG00000027778	
Mtres1	67851	ENSMUSG00000019797	Q9CQF4
Olfr742	258422	ENSMUSG00000068431	
Olfr1462	258688	ENSMUSG00000094721	
Hecw1	94253	ENSMUSG00000021301	Q8K4P8
Gm9803		ENSMUSG00000045886	Q9CQV1
Hecw1	94253	ENSMUSG00000021301	
Gm9803		ENSMUSG00000045886	
Ptpn6	15170	ENSMUSG00000004266	P29351
Zmynd12	332934	ENSMUSG00000070806	
Zfyve26	211978	ENSMUSG00000066440	Q5DU37
Zfyve26	211978	ENSMUSG00000066440	
Tnfsf4	22164	ENSMUSG00000026700	P43488
Selenov	280621	ENSMUSG00000046750	
4930522H14Rik	67646	ENSMUSG00000060491	Q9CPZ3
Olfr743	219019	ENSMUSG00000094285	
Ptpn6	15170	ENSMUSG00000004266	
Ric8a	101489	ENSMUSG00000025485	Q3TIR3
Ccdc74a	72315	ENSMUSG00000041617	
Olfr744	257884	ENSMUSG00000053815	
Dnaja1	15502	ENSMUSG00000028410	P63037
Fbxw17	109082	ENSMUSG00000037816	
Mab21l1	17116	ENSMUSG00000056947	O70299
Ighmbp2	20589	ENSMUSG00000024831	
Intu	380614	ENSMUSG00000060798	Q059U7
Mcmdc2	240697	ENSMUSG00000046101	E9Q956
Rnf14	56736	ENSMUSG00000060450	Q9JI90
Aspscr1	68938	ENSMUSG00000025142	Q8VBT9
Dnaja1	15502	ENSMUSG00000028410	
Pcx	18563	ENSMUSG00000024892	
Ric8a	101489	ENSMUSG00000025485	
Tnfsf18	240873	ENSMUSG00000066755	Q7TS55
Rnf14	56736	ENSMUSG00000060450	
Bdh1	71911	ENSMUSG00000046598	Q80XN0
Olfr745	258296	ENSMUSG00000050028	
Dusp3	72349	ENSMUSG00000003518	
Msi2	76626	ENSMUSG00000069769	Q920Q6
Mcmdc2	240697	ENSMUSG00000046101	
Bdh1	71911	ENSMUSG00000046598	
Ccnc	51813	ENSMUSG00000028252	
1700037H04Rik	67326	ENSMUSG00000027327	
Skor2	664805	ENSMUSG00000091519	A7M7C7
Purb	19291	ENSMUSG00000094483	O35295
Ccnc	51813	ENSMUSG00000028252	Q62447
Msi2	76626	ENSMUSG00000069769	
Dusp3	72349	ENSMUSG00000003518	Q9D7X3
Olfr513	258718	ENSMUSG00000051200	
Urah	76974	ENSMUSG00000025481	
Dmac2l	68055	ENSMUSG00000054894	Q9CRA7
Hsd3b6	15497	ENSMUSG00000027869	O35469
Wdcp	238037	ENSMUSG00000051721	Q6NV72
Wdcp	238037	ENSMUSG00000051721	
Kdm2b	30841	ENSMUSG00000029475	Q6P1G2
Intu	380614	ENSMUSG00000060798	
Dmac2l	68055	ENSMUSG00000054894	
Olfr746	258295	ENSMUSG00000058188	
Urah	76974	ENSMUSG00000025481	Q9CRB3
1700037H04Rik	67326	ENSMUSG00000027327	Q9D1K7
Kdm2b	30841	ENSMUSG00000029475	
Adam20	384806	ENSMUSG00000046282	
Igkv4-50		ENSMUSG00000076562	
Zfp541	666528	ENSMUSG00000078796	Q0GGX2
Ybx3	56449	ENSMUSG00000030189	Q9JKB3
Adam39	546055	ENSMUSG00000054033	
Rhobtb1	69288	ENSMUSG00000019944	Q9DAK3
Prmt9	102182	ENSMUSG00000037134	Q3U3W5
Kitl	17311	ENSMUSG00000019966	P20826
Lig1	16881	ENSMUSG00000056394	
Kitl	17311	ENSMUSG00000019966	
Hnrnpa3	229279	ENSMUSG00000059005	Q8BG05
Cfap97d1	75437	ENSMUSG00000010841	
Prmt9	102182	ENSMUSG00000037134	
Tmem68	72098	ENSMUSG00000028232	Q9D850
Bet1l	54399	ENSMUSG00000025484	O35153
Nsg2	18197	ENSMUSG00000020297	P47759
Hnrnpa3	229279	ENSMUSG00000059005	
Nsg2	18197	ENSMUSG00000020297	
Tmed2	56334	ENSMUSG00000029390	Q9R0Q3
Bet1l	54399	ENSMUSG00000025484	
Tmed2	56334	ENSMUSG00000029390	
Gfy	100039953	ENSMUSG00000095276	J3KML8
Cfap97d1	75437	ENSMUSG00000010841	Q9DAN9
Gm6619	102638913	ENSMUSG00000095577	
Osgin2	209212	ENSMUSG00000041153	
Rhobtb1	69288	ENSMUSG00000019944	
Gfy	100039953	ENSMUSG00000095276	
Sult2a8	76971	ENSMUSG00000030378	
Dctn4	67665	ENSMUSG00000024603	Q8CBY8
Olfr514	258721	ENSMUSG00000066241	
5430401F13Rik	71392	ENSMUSG00000094113	
Gm45785		ENSMUSG00000110136	
Zfp941	407812	ENSMUSG00000060314	
Dctn4	67665	ENSMUSG00000024603	
Olfr516	258720	ENSMUSG00000062434	
Uvssa	71101	ENSMUSG00000037355	Q9D479
Alpk2	225638	ENSMUSG00000032845	
Uvssa	71101	ENSMUSG00000037355	
Jade3	382207	ENSMUSG00000037315	
Synpr	72003	ENSMUSG00000056296	Q8BGN8
Tmem184c	234463	ENSMUSG00000031617	Q3TPR7
Daam1	208846	ENSMUSG00000034574	Q8BPM0
Tmem68	72098	ENSMUSG00000028232	
Scgb1c1	338417	ENSMUSG00000038801	
Tmem184c	234463	ENSMUSG00000031617	
Olfr1463	258120	ENSMUSG00000096365	
Atp1b4	67821	ENSMUSG00000016327	Q99ME6
Jade3	382207	ENSMUSG00000037315	Q6IE82
Alpk2	225638	ENSMUSG00000032845	Q91ZB0
Rps13	68052	ENSMUSG00000090862	P62301
Rps13	68052	ENSMUSG00000090862	
Olfr747	258264	ENSMUSG00000057179	
Synpr	72003	ENSMUSG00000056296	
Odf3	69287	ENSMUSG00000025482	Q920N1
Odf3	69287	ENSMUSG00000025482	
Calb2	12308	ENSMUSG00000003657	
Calb2	12308	ENSMUSG00000003657	Q08331
Igkv5-48		ENSMUSG00000076563	P01642
Nol10	217431	ENSMUSG00000061458	Q5RJG1
Aspscr1	68938	ENSMUSG00000025142	
Cd68	12514	ENSMUSG00000018774	P31996
Cd47	16423	ENSMUSG00000055447	
Dll3	13389	ENSMUSG00000003436	O88516
Zfp787	67109	ENSMUSG00000046792	Q8BIF9
Cmtr2	234728	ENSMUSG00000046441	
Zfp787	67109	ENSMUSG00000046792	
Car13	71934	ENSMUSG00000027555	Q9D6N1
Cmtr2	234728	ENSMUSG00000046441	Q8BWQ4
Dtx1	14357	ENSMUSG00000029603	Q61010
Cd68	12514	ENSMUSG00000018774	
Olfr596	100041187	ENSMUSG00000073953	
Rps23rg1	546049	ENSMUSG00000065952	
Pth2	114640	ENSMUSG00000038300	Q91W27
Pth2	114640	ENSMUSG00000038300	
Gm9602	673676	ENSMUSG00000090539	
Pop4	66161	ENSMUSG00000030423	Q9CR08
Cyp2a5	13087	ENSMUSG00000005547	
Uba1y	22202	ENSMUSG00000069053	P31254
Nbea	26422	ENSMUSG00000027799	Q9EPN1
Pop4	66161	ENSMUSG00000030423	
Nbea	26422	ENSMUSG00000027799	
Sbds	66711	ENSMUSG00000025337	P70122
Sbds	66711	ENSMUSG00000025337	
Olfr1464-ps1		ENSMUSG00000109100	
Cd47	16423	ENSMUSG00000055447	Q61735
Rpl7a	27176	ENSMUSG00000062647	P12970
Sirt3	64384	ENSMUSG00000025486	
Gabrg2	14406	ENSMUSG00000020436	P22723
Napa	108124	ENSMUSG00000006024	Q9DB05
Rab10	19325	ENSMUSG00000020671	P61027
Napa	108124	ENSMUSG00000006024	
Ednra	13617	ENSMUSG00000031616	Q61614
Myom2	17930	ENSMUSG00000031461	
Zswim9	321008	ENSMUSG00000070814	Q6DI92
Gabrg2	14406	ENSMUSG00000020436	
Zswim9	321008	ENSMUSG00000070814	
Sh2d5	230863	ENSMUSG00000045349	Q8JZW5
Zfp120	104348	ENSMUSG00000068134	
Sh2d5	230863	ENSMUSG00000045349	
Pknox2	208076	ENSMUSG00000035934	Q8BG99
Syt13	80976	ENSMUSG00000027220	Q9EQT6
Zfp120	104348	ENSMUSG00000068134	Q8BZW4
Zfp956	101197	ENSMUSG00000045466	
Pex7	18634	ENSMUSG00000020003	P97865
Olfr964-ps1		ENSMUSG00000111660	
Sirt3	64384	ENSMUSG00000025486	Q8R104
Pex7	18634	ENSMUSG00000020003	
Rbm3	19652	ENSMUSG00000031167	
Specc1	432572	ENSMUSG00000042331	
Ms4a6b	69774	ENSMUSG00000024677	Q99N09
Cdkl1	71091	ENSMUSG00000020990	Q8CEQ0
Ms4a6b	69774	ENSMUSG00000024677	
Cdkl1	71091	ENSMUSG00000020990	
Synrg	217030	ENSMUSG00000034940	Q5SV85
Usp45	77593	ENSMUSG00000040455	Q8K387
Naprt	223646	ENSMUSG00000022574	Q8CC86
Cd24a	12484	ENSMUSG00000047139	P24807
Gm4303	100043231	ENSMUSG00000112931	
Zbtb5	230119	ENSMUSG00000049657	Q7TQG0
Rbm3	19652	ENSMUSG00000031167	O89086
Naprt	223646	ENSMUSG00000022574	
Cd24a	12484	ENSMUSG00000047139	
Usp45	77593	ENSMUSG00000040455	
Gm4307	100043239	ENSMUSG00000096744	
Pm20d2	242377	ENSMUSG00000054659	A3KG59
Gm4302	100043227	ENSMUSG00000091101	
Sema3d	108151	ENSMUSG00000040254	Q8BH34
Gm4301	100043224	ENSMUSG00000094314	
Slc25a45	107375	ENSMUSG00000024818	
Sec61b	66212	ENSMUSG00000053317	Q9CQS8
Gm4305	100043235	ENSMUSG00000112856	
Synrg	217030	ENSMUSG00000034940	
Sema3d	108151	ENSMUSG00000040254	
Zbtb5	230119	ENSMUSG00000049657	
Gm4312	100043247	ENSMUSG00000096640	
Sec61b	66212	ENSMUSG00000053317	
Kif17	16559	ENSMUSG00000028758	
Olfr441	258649	ENSMUSG00000094669	
Ulk1	22241	ENSMUSG00000029512	
Pknox2	208076	ENSMUSG00000035934	
Zfp772	232855	ENSMUSG00000066838	
Olfr1066	257880	ENSMUSG00000075181	
Wdfy1	69368	ENSMUSG00000073643	E9Q4P1
Kif17	16559	ENSMUSG00000028758	Q99PW8
Npas3	27386	ENSMUSG00000021010	
Nuak1	77976	ENSMUSG00000020032	Q641K5
Nuak1	77976	ENSMUSG00000020032	
Sntn	218739	ENSMUSG00000044772	Q8C9X1
Wdfy1	69368	ENSMUSG00000073643	
